,card,exp,issuer,year
8546,5114395463911491,10/2032,MC,2032
8547,4592533563412275,11/2032,VISA,2032
8548,4531319452373925,01/2032,VISA,2032
8549,4875334133641123,06/2032,VISA,2032
8550,4513936432731773,05/2032,VISA,2032
8551,4799346864786532,09/2032,VISA,2032
8552,6011661617552248,01/2032,DISC,2032
8553,4327848829557214,01/2033,VISA,2033
8554,5582492269787259,03/2032,MC,2032
8555,4946879977522644,10/2032,VISA,2032
8556,5512261367484829,02/2032,MC,2032
8557,5343334739371423,10/2032,MC,2032
8558,5342276386246914,02/2032,MC,2032
8559,5313359618954342,10/2032,MC,2032
8560,4925859121237849,08/2032,VISA,2032
8561,5247624586687617,03/2032,MC,2032
8562,5574351738547332,07/2032,MC,2032
8563,6011874134932765,12/2032,DISC,2032
8564,5152915416632911,02/2032,MC,2032
8565,5576696167626694,04/2032,MC,2032
8566,344838893438281,09/2032,AMEX,2032
8567,4874376519732878,07/2032,VISA,2032
8568,4312519791679511,06/2032,VISA,2032
8569,5255583923994913,08/2032,MC,2032
8570,4571296979523466,03/2032,VISA,2032
8571,4558627923972739,05/2032,VISA,2032
8572,4587838738458674,01/2032,VISA,2032
8573,4892558766927388,01/2033,VISA,2033
8574,5428164593259853,01/2032,MC,2032
8575,352215568745663,10/2032,AMEX,2032
8576,4651417565393857,09/2032,VISA,2032
8577,5166646349633858,04/2032,MC,2032
8578,4256966287319557,03/2032,VISA,2032
8579,5184331317145148,02/2032,MC,2032
8580,5599332917812946,12/2032,MC,2032
8581,377814997134324,05/2032,AMEX,2032
8582,372343956677862,06/2032,AMEX,2032
8583,4973493738537861,01/2033,VISA,2033
8584,4875865144574662,09/2032,VISA,2032
8585,4551498339549785,10/2032,VISA,2032
8586,5572275458937724,02/2032,MC,2032
8587,55394393357165510,04/2032,MC,2032
8588,4345197554831412,03/2032,VISA,2032
8589,5342736836193495,01/2033,MC,2033
8590,4833342919845835,02/2032,VISA,2032
8591,5551335799915592,10/2032,MC,2032
8592,5239153529759812,08/2032,MC,2032
8593,5345298595844757,12/2032,MC,2032
8594,4557994136466987,08/2032,VISA,2032
8595,5355633858648411,06/2032,MC,2032
8596,4115349387261345,08/2032,VISA,2032
8597,5599911445714185,02/2032,MC,2032
8598,4285978874329597,05/2032,VISA,2032
8599,5484887889951483,02/2032,MC,2032
8600,5365189175663466,09/2032,MC,2032
8601,5392161551869923,01/2033,MC,2033
8602,4867343631123526,04/2032,VISA,2032
8603,4924426467173532,05/2032,VISA,2032
8604,4795752622798822,05/2032,VISA,2032
8605,372167628824747,05/2032,AMEX,2032
8606,5317627518765125,11/2032,MC,2032
8607,4989946469274782,08/2032,VISA,2032
8608,6011456585619693,03/2032,DISC,2032
8609,368375286582962,07/2032,AMEX,2032
8610,5539475111121524,08/2032,MC,2032
8611,5533952219513295,01/2033,MC,2033
8612,4272112135853436,09/2032,VISA,2032
8613,5447977354137191,07/2032,MC,2032
8614,6011398489411225,06/2032,DISC,2032
8615,4224634817792656,09/2032,VISA,2032
8616,4767764464879614,07/2032,VISA,2032
8617,5454841495387984,02/2032,MC,2032
8618,5269481668458323,05/2032,MC,2032
8619,358543475271729,03/2032,AMEX,2032
8620,4735688683973131,07/2032,VISA,2032
8621,45131711996383310,09/2032,VISA,2032
8622,5536337262768128,09/2032,MC,2032
8623,4726123621488886,05/2032,VISA,2032
8624,4585393989946474,06/2032,VISA,2032
8625,5213183784778686,04/2032,MC,2032
8626,5115331433748746,02/2032,MC,2032
8627,5466759124597979,04/2032,MC,2032
8628,4693719578176991,08/2032,VISA,2032
8629,5169891118317211,09/2032,MC,2032
8630,5124642252153498,06/2032,MC,2032
8631,4688285247731894,07/2032,VISA,2032
8632,5555352451233939,02/2033,MC,2033
8633,5136113567417875,01/2033,MC,2033
8634,4836926354788836,10/2032,VISA,2032
8635,5125392393331178,09/2032,MC,2032
8636,4115452529642552,07/2032,VISA,2032
8637,5553212654296368,12/2032,MC,2032
8638,4932363971249666,04/2032,VISA,2032
8639,364858148155477,02/2032,AMEX,2032
8640,5349581371365188,07/2032,MC,2032
8641,342663637379522,04/2032,AMEX,2032
8642,4963297957517161,04/2032,VISA,2032
8643,376477623352396,03/2032,AMEX,2032
8644,4323959927657527,09/2032,VISA,2032
8645,4778284484745494,11/2032,VISA,2032
8646,5379697567181578,04/2032,MC,2032
8647,6011321684928611,05/2032,DISC,2032
8648,4793245462891742,10/2032,VISA,2032
8649,342751816628494,04/2032,AMEX,2032
8650,5181547765858717,11/2032,MC,2032
8651,5453251479562522,07/2032,MC,2032
8652,5473983966155958,05/2032,MC,2032
8653,4731272363426688,06/2032,VISA,2032
8654,5229956652925436,12/2032,MC,2032
8655,5191954959935632,02/2033,MC,2033
8656,4466264367377166,11/2032,VISA,2032
8657,4736544899952113,03/2032,VISA,2032
8658,5496539982338334,12/2032,MC,2032
8659,5164256366973617,02/2032,MC,2032
8660,5367719893616517,03/2032,MC,2032
8661,5432226965568346,07/2032,MC,2032
8662,5367354988249444,03/2032,MC,2032
8663,5457356362322243,06/2032,MC,2032
8664,5193224783557434,08/2032,MC,2032
8665,5257133683651838,07/2032,MC,2032
8666,4485716768862259,08/2032,VISA,2032
8667,5342478239995123,06/2032,MC,2032
8668,5173876594586524,11/2032,MC,2032
8669,4377793892827855,02/2033,VISA,2033
8670,4956125895659556,10/2032,VISA,2032
8671,5399154652926844,05/2032,MC,2032
8672,4959762262556341,11/2032,VISA,2032
8673,371315742618617,08/2032,AMEX,2032
8674,5571382435154513,09/2032,MC,2032
8675,366372491144524,09/2032,AMEX,2032
8676,5126591324491691,02/2032,MC,2032
8677,5535276582242953,03/2032,MC,2032
8678,5218799964126365,02/2032,MC,2032
8679,4491578297897277,07/2032,VISA,2032
8680,4797682945835266,10/2032,VISA,2032
8681,4531456235621343,08/2032,VISA,2032
8682,5289673231714275,02/2033,MC,2033
8683,344533968676572,09/2032,AMEX,2032
8684,4174412271141649,04/2032,VISA,2032
8685,365616578348635,04/2032,AMEX,2032
8686,4485353547179456,04/2032,VISA,2032
8687,5311715184668115,09/2032,MC,2032
8688,5317382373922698,03/2032,MC,2032
8689,5411857382458276,05/2032,MC,2032
8690,5498991713324356,08/2032,MC,2032
8691,5376923288689688,05/2032,MC,2032
8692,351158918841371,10/2032,AMEX,2032
8693,5129554251397486,02/2033,MC,2033
8694,4297129147725742,08/2032,VISA,2032
8695,4128163733357292,01/2033,VISA,2033
8696,5335456224848183,11/2032,MC,2032
8697,60118334685496610,02/2032,DISC,2032
8698,4393544542434414,12/2032,VISA,2032
8699,363628571815744,12/2032,AMEX,2032
8700,354712323822918,09/2032,AMEX,2032
8701,6011962121216886,03/2032,DISC,2032
8702,342511997235182,03/2033,AMEX,2033
8703,4188879866498978,10/2032,VISA,2032
8704,4492844226494712,04/2032,VISA,2032
8705,5123982469432421,09/2032,MC,2032
8706,4283322228559793,03/2033,VISA,2033
8707,5386962847987611,01/2033,MC,2033
8708,5115284221524276,03/2032,MC,2032
8709,4873689259586176,07/2032,VISA,2032
8710,6011791567278674,03/2033,DISC,2033
8711,5371655463369695,05/2032,MC,2032
8712,4695264769134283,03/2033,VISA,2033
8713,6011796816862764,02/2033,DISC,2033
8714,5447149575489245,02/2033,MC,2033
8715,4717132818236454,03/2033,VISA,2033
8716,5239377815716133,07/2032,MC,2032
8717,4776538663996471,09/2032,VISA,2032
8718,5192392364115244,08/2032,MC,2032
8719,5479774399912188,06/2032,MC,2032
8720,353525821748497,11/2032,AMEX,2032
8721,6011453946131831,03/2033,DISC,2033
8722,5589695977312847,03/2033,MC,2033
8723,6011911684939293,11/2032,DISC,2032
8724,5597445565891392,11/2032,MC,2032
8725,5265122543563283,06/2032,MC,2032
8726,5161446963324743,12/2032,MC,2032
8727,362286284931257,05/2032,AMEX,2032
8728,4438848994264683,07/2032,VISA,2032
8729,5534488756731262,03/2033,MC,2033
8730,349918992393267,04/2032,AMEX,2032
8731,5299622833367121,03/2033,MC,2033
8732,6011222541137711,06/2032,DISC,2032
8733,5524214624971548,01/2033,MC,2033
8734,5318776852322537,12/2032,MC,2032
8735,4389388589872243,09/2032,VISA,2032
8736,5456295878398126,07/2032,MC,2032
8737,4927838723444514,12/2032,VISA,2032
8738,5287327841777246,10/2032,MC,2032
8739,4483925428188581,02/2033,VISA,2033
8740,348219735819994,01/2033,AMEX,2033
8741,4162184794763845,03/2032,VISA,2032
8742,376236853994883,02/2033,AMEX,2033
8743,5183457692298466,12/2032,MC,2032
8744,5487736993327535,12/2032,MC,2032
8745,6011867897644239,07/2032,DISC,2032
8746,4749688387652423,02/2033,VISA,2033
8747,5526596379928758,03/2033,MC,2033
8748,4287268978868569,11/2032,VISA,2032
8749,6011215773315575,02/2033,DISC,2033
8750,5137379574136894,04/2032,MC,2032
8751,4457228828331527,12/2032,VISA,2032
8752,4951123254986293,04/2032,VISA,2032
8753,4632785949177236,06/2032,VISA,2032
8754,4828234893466422,06/2032,VISA,2032
8755,5383557339355112,03/2032,MC,2032
8756,5582974274171355,12/2032,MC,2032
8757,4577699634939122,03/2032,VISA,2032
8758,48264437197389210,07/2032,VISA,2032
8759,5167288963535751,01/2033,MC,2033
8760,5198828585434751,12/2032,MC,2032
8761,5416112489871764,10/2032,MC,2032
8762,341794857637793,03/2033,AMEX,2033
8763,374214725417997,01/2033,AMEX,2033
8764,4318555395322771,03/2032,VISA,2032
8765,5215417499888549,02/2033,MC,2033
8766,377481314412823,06/2032,AMEX,2032
8767,6011168444267289,04/2032,DISC,2032
8768,356612593168737,09/2032,AMEX,2032
8769,6011735925324282,03/2032,DISC,2032
8770,4945464678784214,03/2032,VISA,2032
8771,4951775782377913,04/2032,VISA,2032
8772,4667365862952721,02/2033,VISA,2033
8773,5244188346925827,05/2032,MC,2032
8774,5469229882654955,03/2033,MC,2033
8775,4262297448758299,05/2032,VISA,2032
8776,5265545353961959,04/2032,MC,2032
8777,4185316456417798,04/2033,VISA,2033
8778,5288973743888653,03/2033,MC,2033
8779,5484111926423483,03/2033,MC,2033
8780,5449932684116751,04/2033,MC,2033
8781,353444437278941,08/2032,AMEX,2032
8782,4596655231162663,08/2032,VISA,2032
8783,4261949766536514,12/2032,VISA,2032
8784,4137869365848551,09/2032,VISA,2032
8785,4322544363517111,07/2032,VISA,2032
8786,5459545735691189,03/2033,MC,2033
8787,5514889739226151,07/2032,MC,2032
8788,5546162825448259,12/2032,MC,2032
8789,5569933268885252,05/2032,MC,2032
8790,4929498958546141,05/2032,VISA,2032
8791,5415853446475378,12/2032,MC,2032
8792,4543874561757356,09/2032,VISA,2032
8793,4798488185788572,07/2032,VISA,2032
8794,5391217874254846,08/2032,MC,2032
8795,5526685984268724,11/2032,MC,2032
8796,4936546911179995,01/2033,VISA,2033
8797,6011155826873685,10/2032,DISC,2032
8798,5598115963277457,03/2033,MC,2033
8799,4915236747163778,06/2032,VISA,2032
8800,5143447986646453,06/2032,MC,2032
8801,5548112164995327,03/2033,MC,2033
8802,344416887716457,07/2032,AMEX,2032
8803,4434762255686829,11/2032,VISA,2032
8804,5595838197999561,10/2032,MC,2032
8805,5229122243387624,04/2033,MC,2033
8806,362299646314328,01/2033,AMEX,2033
8807,5119256878573976,02/2033,MC,2033
8808,6011424545276392,03/2033,DISC,2033
8809,5471745921588298,04/2033,MC,2033
8810,6011758798392293,11/2032,DISC,2032
8811,4436689311568642,06/2032,VISA,2032
8812,4676923127325544,03/2033,VISA,2033
8813,4967945774143415,12/2032,VISA,2032
8814,43772375558256410,11/2032,VISA,2032
8815,6011327637862658,06/2032,DISC,2032
8816,5286297247444835,06/2032,MC,2032
8817,5395233112699425,07/2032,MC,2032
8818,4342288429473291,05/2032,VISA,2032
8819,5392786213746513,05/2032,MC,2032
8820,60117686328868310,07/2032,DISC,2032
8821,5383957595957116,02/2033,MC,2033
8822,6011943726246635,08/2032,DISC,2032
8823,4428371564913847,01/2033,VISA,2033
8824,4462676659123574,10/2032,VISA,2032
8825,5116266328722746,12/2032,MC,2032
8826,5596193674943289,02/2033,MC,2033
8827,4696974283665757,07/2032,VISA,2032
8828,5441197574519112,02/2033,MC,2033
8829,349221668556683,04/2032,AMEX,2032
8830,4685291195131478,10/2032,VISA,2032
8831,354743917896216,11/2032,AMEX,2032
8832,375571652516144,05/2032,AMEX,2032
8833,375824197378185,04/2032,AMEX,2032
8834,344843593229857,09/2032,AMEX,2032
8835,4829811427362828,10/2032,VISA,2032
8836,4871648998747178,12/2032,VISA,2032
8837,5321756558642672,07/2032,MC,2032
8838,4347794176743112,01/2033,VISA,2033
8839,5259148651915559,12/2032,MC,2032
8840,4593964549919522,04/2033,VISA,2033
8841,4521453981367934,08/2032,VISA,2032
8842,4958319336224272,09/2032,VISA,2032
8843,5324163626954766,10/2032,MC,2032
8844,5358394693828489,04/2032,MC,2032
8845,4927754748778432,10/2032,VISA,2032
8846,6011252626293972,08/2032,DISC,2032
8847,5245566681254789,03/2033,MC,2033
8848,353525779923167,06/2032,AMEX,2032
8849,6011788246761872,04/2033,DISC,2033
8850,4964519118745814,08/2032,VISA,2032
8851,4514229325617765,02/2033,VISA,2033
8852,4372933288214772,08/2032,VISA,2032
8853,372976924377436,05/2033,AMEX,2033
8854,5214484637741643,09/2032,MC,2032
8855,5328189128237547,01/2033,MC,2033
8856,4649546356291733,03/2033,VISA,2033
8857,5141586451688813,05/2032,MC,2032
8858,5311537849666957,06/2032,MC,2032
8859,5298349253419353,09/2032,MC,2032
8860,5471411724767726,03/2033,MC,2033
8861,4222767319495212,07/2032,VISA,2032
8862,5356583858552866,12/2032,MC,2032
8863,4972363359633581,06/2032,VISA,2032
8864,4222314619653586,12/2032,VISA,2032
8865,6011243766573851,01/2033,DISC,2033
8866,5326858356821899,05/2033,MC,2033
8867,4938147318929658,02/2033,VISA,2033
8868,4319779263548585,03/2033,VISA,2033
8869,5538711713932459,05/2033,MC,2033
8870,5494582463839273,06/2032,MC,2032
8871,4843545153843872,05/2033,VISA,2033
8872,5572524398331328,05/2032,MC,2032
8873,4418914318162856,05/2032,VISA,2032
8874,4739157232276459,10/2032,VISA,2032
8875,4953853222166176,06/2032,VISA,2032
8876,5241137621436276,06/2032,MC,2032
8877,5467535517626669,05/2033,MC,2033
8878,6011894835619198,01/2033,DISC,2033
8879,5545927151132573,05/2032,MC,2032
8880,4344782296284763,06/2032,VISA,2032
8881,6011894335426417,08/2032,DISC,2032
8882,5362931273862133,10/2032,MC,2032
8883,357773952313741,02/2033,AMEX,2033
8884,5399991248449884,04/2033,MC,2033
8885,5367657682436384,05/2032,MC,2032
8886,4963813298635734,08/2032,VISA,2032
8887,4456591133566926,06/2032,VISA,2032
8888,4162421871625657,02/2033,VISA,2033
8889,4549361241324223,05/2033,VISA,2033
8890,4813251557645866,12/2032,VISA,2032
8891,5538222158845636,09/2032,MC,2032
8892,4943586117561787,07/2032,VISA,2032
8893,5514561395254849,12/2032,MC,2032
8894,4617244248199979,10/2032,VISA,2032
8895,6011326817245221,10/2032,DISC,2032
8896,4564269111647518,11/2032,VISA,2032
8897,5385823572794658,12/2032,MC,2032
8898,4269875431482937,05/2033,VISA,2033
8899,4488712239428553,10/2032,VISA,2032
8900,4484371639531112,02/2033,VISA,2033
8901,6011562267877846,09/2032,DISC,2032
8902,6011838173493567,11/2032,DISC,2032
8903,4271612678339629,04/2033,VISA,2033
8904,368666417822529,05/2033,AMEX,2033
8905,368219115274369,11/2032,AMEX,2032
8906,5328975443885766,09/2032,MC,2032
8907,342274897931653,06/2032,AMEX,2032
8908,368817428468865,02/2033,AMEX,2033
8909,352925633487212,02/2033,AMEX,2033
8910,4539853992446447,02/2033,VISA,2033
8911,4395643677991954,08/2032,VISA,2032
8912,5275941951499526,11/2032,MC,2032
8913,4658783486718859,06/2032,VISA,2032
8914,5148814863229379,12/2032,MC,2032
8915,5221284453943666,11/2032,MC,2032
8916,5395127496579148,02/2033,MC,2033
8917,4467133797891758,10/2032,VISA,2032
8918,5255178841343911,05/2032,MC,2032
8919,4441858563596535,05/2033,VISA,2033
8920,349451858733558,04/2033,AMEX,2033
8921,6011638458574176,12/2032,DISC,2032
8922,6011587628637753,12/2032,DISC,2032
8923,373712549677317,05/2032,AMEX,2032
8924,6011425156651294,10/2032,DISC,2032
8925,4429549523191642,09/2032,VISA,2032
8926,4117628297937633,04/2033,VISA,2033
8927,4778159471399887,11/2032,VISA,2032
8928,5265756743439479,10/2032,MC,2032
8929,5135452374681856,04/2033,MC,2033
8930,5213985741569838,03/2033,MC,2033
8931,5562917951417256,09/2032,MC,2032
8932,4339487946659367,12/2032,VISA,2032
8933,4627864759916491,11/2032,VISA,2032
8934,5584233554365965,02/2033,MC,2033
8935,6011627284966961,02/2033,DISC,2033
8936,5594192845451711,11/2032,MC,2032
8937,4858781131338162,03/2033,VISA,2033
8938,6011699517245182,02/2033,DISC,2033
8939,368153461733928,05/2033,AMEX,2033
8940,4398394421816181,07/2032,VISA,2032
8941,4473811147471445,07/2032,VISA,2032
8942,4558344546974346,03/2033,VISA,2033
8943,4773646654788683,06/2032,VISA,2032
8944,4636938381916753,11/2032,VISA,2032
8945,5558699122379682,04/2033,MC,2033
8946,4771553257514379,01/2033,VISA,2033
8947,4387545685612334,12/2032,VISA,2032
8948,4737152263414857,07/2032,VISA,2032
8949,4384291771715136,10/2032,VISA,2032
8950,5219929891677615,06/2032,MC,2032
8951,351553338844114,08/2032,AMEX,2032
8952,6011997438114663,12/2032,DISC,2032
8953,4383139515639495,09/2032,VISA,2032
8954,6011381716967649,11/2032,DISC,2032
8955,5343227687943187,12/2032,MC,2032
8956,4287595481684517,08/2032,VISA,2032
8957,5325541713398527,09/2032,MC,2032
8958,4418743976193329,07/2032,VISA,2032
8959,4745587444957458,08/2032,VISA,2032
8960,4481422238776112,06/2033,VISA,2033
8961,4664499293421353,06/2033,VISA,2033
8962,4136256683856741,03/2033,VISA,2033
8963,5121244822651359,05/2033,MC,2033
8964,4737638486171431,07/2032,VISA,2032
8965,4688452179959865,02/2033,VISA,2033
8966,6011141731847394,07/2032,DISC,2032
8967,4678583322365592,02/2033,VISA,2033
8968,5145974274154328,05/2033,MC,2033
8969,6011357612892388,04/2033,DISC,2033
8970,4738674382233925,01/2033,VISA,2033
8971,5335739793848381,04/2033,MC,2033
8972,6011814131384743,12/2032,DISC,2032
8973,4784932275444196,05/2033,VISA,2033
8974,5545867272341317,03/2033,MC,2033
8975,5214738856717612,02/2033,MC,2033
8976,5179175564693848,12/2032,MC,2032
8977,4116955832757353,01/2033,VISA,2033
8978,4465718385549487,01/2033,VISA,2033
8979,5127986759244186,06/2033,MC,2033
8980,6011365499247329,06/2032,DISC,2032
8981,359584547438762,03/2033,AMEX,2033
8982,4666663466825751,08/2032,VISA,2032
8983,361568543449614,08/2032,AMEX,2032
8984,5242979175989625,12/2032,MC,2032
8985,5158873247511495,10/2032,MC,2032
8986,5114631384218438,05/2033,MC,2033
8987,4652678425591316,03/2033,VISA,2033
8988,351669158311982,11/2032,AMEX,2032
8989,6011766541814885,12/2032,DISC,2032
8990,5425461783828791,11/2032,MC,2032
8991,4448353525468133,11/2032,VISA,2032
8992,5129761546688211,09/2032,MC,2032
8993,5379242548364595,08/2032,MC,2032
8994,5544176339629719,07/2032,MC,2032
8995,5185592992448169,06/2032,MC,2032
8996,4495211561513679,03/2033,VISA,2033
8997,346181166897968,01/2033,AMEX,2033
8998,344866336894562,12/2032,AMEX,2032
8999,4614496587889593,06/2033,VISA,2033
9000,4435479714428573,01/2033,VISA,2033
9001,5234332468784131,06/2033,MC,2033
9002,4447372422983771,01/2033,VISA,2033
9003,4724339435113914,10/2032,VISA,2032
9004,4316411426958336,02/2033,VISA,2033
9005,4859685277494144,08/2032,VISA,2032
9006,4342675428585895,02/2033,VISA,2033
9007,6011381696147246,04/2033,DISC,2033
9008,4776333135621273,11/2032,VISA,2032
9009,4627418259892353,09/2032,VISA,2032
9010,5492175696122435,04/2033,MC,2033
9011,355338785931911,08/2032,AMEX,2032
9012,5464318675549319,05/2033,MC,2033
9013,5185317169143595,10/2032,MC,2032
9014,5492219673294781,11/2032,MC,2032
9015,5326244177359874,08/2032,MC,2032
9016,4312453235679137,03/2033,VISA,2033
9017,4693642644942586,08/2032,VISA,2032
9018,5119777431442136,08/2032,MC,2032
9019,53927716455276410,03/2033,MC,2033
9020,4574712526614738,03/2033,VISA,2033
9021,5236837289966913,01/2033,MC,2033
9022,6011571832652352,01/2033,DISC,2033
9023,342249594669285,12/2032,AMEX,2032
9024,373212197564511,07/2033,AMEX,2033
9025,372554383189269,06/2033,AMEX,2033
9026,5476397656894692,10/2032,MC,2032
9027,358449711366424,02/2033,AMEX,2033
9028,4921637852733663,01/2033,VISA,2033
9029,5199967133541326,10/2032,MC,2032
9030,5355239345387637,06/2033,MC,2033
9031,5118283934152224,01/2033,MC,2033
9032,4215596264183914,08/2032,VISA,2032
9033,5338153867214826,07/2032,MC,2032
9034,367452337653752,09/2032,AMEX,2032
9035,4394719239848451,07/2032,VISA,2032
9036,375365749391615,07/2033,AMEX,2033
9037,5335985529899186,09/2032,MC,2032
9038,4383593591466829,11/2032,VISA,2032
9039,6011242989434859,01/2033,DISC,2033
9040,5334367155398919,05/2033,MC,2033
9041,5199751537572917,08/2032,MC,2032
9042,6011167556261635,06/2033,DISC,2033
9043,347916475619762,08/2032,AMEX,2032
9044,4721788437114697,11/2032,VISA,2032
9045,4634625122961535,01/2033,VISA,2033
9046,4948655357424975,09/2032,VISA,2032
9047,5269777322872415,11/2032,MC,2032
9048,6011628784999445,06/2033,DISC,2033
9049,6011356353998719,04/2033,DISC,2033
9050,4869676166688431,04/2033,VISA,2033
9051,5337381976381753,04/2033,MC,2033
9052,4754323584799452,07/2032,VISA,2032
9053,6011148664889558,07/2032,DISC,2032
9054,6011299843272461,06/2033,DISC,2033
9055,4221458121784297,07/2032,VISA,2032
9056,5544869243581667,12/2032,MC,2032
9057,5198666854627451,10/2032,MC,2032
9058,5542411523412743,07/2033,MC,2033
9059,4718571194443763,07/2032,VISA,2032
9060,5462595285255245,06/2033,MC,2033
9061,5214655489679987,12/2032,MC,2032
9062,5348731455484766,04/2033,MC,2033
9063,6011641411986776,07/2032,DISC,2032
9064,355336259458213,06/2033,AMEX,2033
9065,4664882173559618,10/2032,VISA,2032
9066,4394628921494583,09/2032,VISA,2032
9067,5115681217645298,02/2033,MC,2033
9068,4245764114284845,02/2033,VISA,2033
9069,4735322416278226,11/2032,VISA,2032
9070,4282327726663246,01/2033,VISA,2033
9071,4673814132385313,03/2033,VISA,2033
9072,356382112793411,06/2033,AMEX,2033
9073,5516287644246455,11/2032,MC,2032
9074,5215694839566866,01/2033,MC,2033
9075,5282671161179466,06/2033,MC,2033
9076,5318449538528915,01/2033,MC,2033
9077,4682794991435772,03/2033,VISA,2033
9078,4769898912332798,10/2032,VISA,2032
9079,6011928473885248,09/2032,DISC,2032
9080,4316265716192976,12/2032,VISA,2032
9081,5113362871223134,08/2033,MC,2033
9082,4744774672484626,07/2033,VISA,2033
9083,5415319115149371,11/2032,MC,2032
9084,5535464489436965,01/2033,MC,2033
9085,4636912571669126,07/2033,VISA,2033
9086,5173412139153669,09/2032,MC,2032
9087,4726385252151568,12/2032,VISA,2032
9088,5459624139799219,09/2032,MC,2032
9089,6011729727456731,05/2033,DISC,2033
9090,6011614754686915,05/2033,DISC,2033
9091,6011264752242681,10/2032,DISC,2032
9092,4978678962933134,06/2033,VISA,2033
9093,5254927496942398,02/2033,MC,2033
9094,5436439474171355,11/2032,MC,2032
9095,379727354524994,04/2033,AMEX,2033
9096,5311252851376764,03/2033,MC,2033
9097,4446693933742161,03/2033,VISA,2033
9098,6011754982227668,02/2033,DISC,2033
9099,4973898924564745,04/2033,VISA,2033
9100,5424783134112257,01/2033,MC,2033
9101,5119384229626978,06/2033,MC,2033
9102,6011159843187897,02/2033,DISC,2033
9103,352476594746964,09/2032,AMEX,2032
9104,355163878791653,08/2033,AMEX,2033
9105,5565642597995518,12/2032,MC,2032
9106,4394389649275164,05/2033,VISA,2033
9107,4248711394497495,02/2033,VISA,2033
9108,5458141393531163,09/2032,MC,2032
9109,4479538394273992,07/2033,VISA,2033
9110,377341179713873,09/2032,AMEX,2032
9111,6011451524733358,02/2033,DISC,2033
9112,369812455641111,07/2033,AMEX,2033
9113,6011668413998848,04/2033,DISC,2033
9114,6011619989827432,09/2032,DISC,2032
9115,4148165414445599,10/2032,VISA,2032
9116,5451285242625739,02/2033,MC,2033
9117,6011618572694761,08/2033,DISC,2033
9118,377639816661938,11/2032,AMEX,2032
9119,4663311739446392,06/2033,VISA,2033
9120,5495897538632613,04/2033,MC,2033
9121,5586717295225478,12/2032,MC,2032
9122,5227866474883543,08/2032,MC,2032
9123,5335678239341116,07/2033,MC,2033
9124,4726485195372394,12/2032,VISA,2032
9125,4447838169722721,07/2033,VISA,2033
9126,5328763147394933,08/2033,MC,2033
9127,4976892422118168,03/2033,VISA,2033
9128,4275951568683217,09/2032,VISA,2032
9129,4584345897411141,11/2032,VISA,2032
9130,6011957771727323,01/2033,DISC,2033
9131,4978859436256936,08/2033,VISA,2033
9132,4259561276337954,08/2032,VISA,2032
9133,5282289728638112,06/2033,MC,2033
9134,346733695837558,10/2032,AMEX,2032
9135,5527922731767958,07/2033,MC,2033
9136,5579439613533363,12/2032,MC,2032
9137,5148219255469189,04/2033,MC,2033
9138,4223447228232191,02/2033,VISA,2033
9139,357435512828895,01/2033,AMEX,2033
9140,362779477156922,07/2033,AMEX,2033
9141,5454657437989244,08/2032,MC,2032
9142,344498137351384,02/2033,AMEX,2033
9143,5569749229386861,07/2033,MC,2033
9144,4449861759291673,03/2033,VISA,2033
9145,5146127124152526,12/2032,MC,2032
9146,5127249327777843,12/2032,MC,2032
9147,4873225554891431,06/2033,VISA,2033
9148,5327755297522298,03/2033,MC,2033
9149,5452541983687588,03/2033,MC,2033
9150,5223651451591549,01/2033,MC,2033
9151,6011861732499453,03/2033,DISC,2033
9152,5449464688572672,06/2033,MC,2033
9153,4319468149583129,10/2032,VISA,2032
9154,5582216878392726,04/2033,MC,2033
9155,5562322273689916,02/2033,MC,2033
9156,5252634612394635,10/2032,MC,2032
9157,4884528693639711,01/2033,VISA,2033
9158,5374193169992518,03/2033,MC,2033
9159,6011674369983636,10/2032,DISC,2032
9160,5452496898978988,07/2033,MC,2033
9161,4791487898926765,09/2033,VISA,2033
9162,4273431537575754,06/2033,VISA,2033
9163,4192334826284344,10/2032,VISA,2032
9164,4277474587788782,11/2032,VISA,2032
9165,5169369961869174,07/2033,MC,2033
9166,5183511247341179,03/2033,MC,2033
9167,5156781856334426,12/2032,MC,2032
9168,5542817716154282,05/2033,MC,2033
9169,4379151141272654,10/2032,VISA,2032
9170,4276165773829684,09/2032,VISA,2032
9171,4659998851966292,11/2032,VISA,2032
9172,5436449844133373,02/2033,MC,2033
9173,4191939813386265,08/2033,VISA,2033
9174,53196966539849310,03/2033,MC,2033
9175,6011958623961359,02/2033,DISC,2033
9176,5348274614687813,07/2033,MC,2033
9177,4153339171818494,02/2033,VISA,2033
9178,5242554567261394,10/2032,MC,2032
9179,5577849451513792,04/2033,MC,2033
9180,6011447345332941,10/2032,DISC,2032
9181,377249517295422,12/2032,AMEX,2032
9182,368449529765641,05/2033,AMEX,2033
9183,5183516699296219,03/2033,MC,2033
9184,5487541463418669,06/2033,MC,2033
9185,5241928217468461,10/2032,MC,2032
9186,4783822479886873,09/2032,VISA,2032
9187,6011151523555329,03/2033,DISC,2033
9188,5359238421876675,09/2032,MC,2032
9189,5529679199346281,10/2032,MC,2032
9190,4199673997797631,12/2032,VISA,2032
9191,4554512827623253,08/2033,VISA,2033
9192,5513381916756862,07/2033,MC,2033
